company,ticker,asset_type,owner_code,date,type,amount
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Bank of New York Brokerage Account 340 JT,,,,11/30/2022,S,1001 - $15000
DSL Living Trust ⇒ Fidelity Investments Brokerage Account ⇒ JT,,,,01/27/2022,S,1001 - $15000
DSL Living Trust ⇒ Fidelity Investments Brokerage Account ⇒ JT,,,,10/27/2022,S,1001 - $15000
DSL Living Trust ⇒ Fidelity Investments Brokerage Account ⇒ JT,,,,10/27/2022,S,1001 - $15000
DSL Living Trust ⇒ Penn Capital Funds Brokerage Account ⇒ JT,,,,04/27/2022,S,50001
Fidelity Investments Individual Brokerage ⇒ SP,,,,01/27/2022,P,15001 - $50000
Fidelity Investments IRA ⇒,,,,06/10/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,08/16/2022,S,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/29/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,01/12/2022,S,50001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/28/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/14/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,50001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/16/2022,S,100001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,S,50001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/14/2022,P,50001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,100001
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/16/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,S,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,03/11/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,11/29/2022,P,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,01/10/2022,P,15001 - $50000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,1001 - $15000
Lee Children's Trust ⇒ Bank of New York Brokerage Account DC,,,,12/30/2022,S,15001 - $50000
Lee Children's Trust ⇒ Fidelity Investments Lee Children's DC,,,,05/12/2022,P,1001 - $15000
Lee Children's Trust ⇒ Gabelli G Research Brokerage Account DC,,,,12/29/2022,P,1001 - $15000
Suzanne and Daniel R. Lee Family Foundation ⇒ Fidelity JT,,,,05/12/2022,P,1001 - $15000
